Site ID,Site,Period,Country,Region,Latitude,Longitude,Context,Notes,Citations,Chemical Characterization,Laboratory,Analytical Methods,Obsidian analyzed,Agicol,Gollu Dag East,Gollu Dag West,Nenezi Dag,Hasan Dag,Erciyes Dag,Erzincan,Erzerum,Pasinler,Sarikamis,Kars-Kagisman,Ikizdere,Bingol B,Nemrut Dag / Bingol A,Meydan Dag,Tendurek Dag,Suphan Dag,Mus,Kechut,Aragats / Arteni,Gegham,Vardenis / Khorapor,Sjunik,Baksan,Gutanasar,Kojun Dag / Chikiani,Hatis,West Anatolia,Demenegaki,Sta Nychia,Giali,3d high in rubidium,1e-f,Unknown
4_40,Byblos,4,Lebanon,Northern Levant,34.116667,35.65,néolithique Ancien de Byblos (partie supérieure).,,"Renfrew, C. et al 1966; Cauvin, J. 1962","Renfrew, C. et al 1966",,OES,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
4_41,Hassuna,4,Iraq,Jezireh,36.033333,43.216667,"niv. Ib, Ic, II: Hassunan (""civilisation de Hassuna""); niv. III - VI: ""Hassunan with Samarran"" (importations?)",,"Wright, G.A. 1969","Wright, G.A. and Gordus, A.A. 1969",,OES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_42,Ilipinar,4,Turkey,Western Anatolia,40.45,29.3,Phase IX,Some are FT. ,"Gatsov 2008; Roodemberg and Roodenberg 2008; Ozdogan, M. and Gatsov, I. 1998; Gatsov, I. 2003; Bigazzi, G. 1993; Gatsov, I. 2001; Gatsov, I. 2009; Roodenberg, J.J. et al 1995; Roodenberg, J.J. et al 2001; Roodenberg, J.J. et al 2008; Roodenberg, J.J. et al 1990; Bigazzi, G. 1998","Bigazzi, G. et al 1995; Bigazzi, G. 1998",,INAA; FT,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4_43,Kabri,4,Israel,Southern Levant,33.016667,35.133333,,,"Kempinsky, A. 2002; Prausnitz, M.W. 1970; Renfrew, C. et al 1966; Stekelis, M. 1958","Renfrew, C. et al 1966",,OES,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_44,Kritou-Marottou,4,Cyprus,Cyprus,34.9267,32.5625,Neolithic,,"Fox, W.A. 1987","Fox, W.A. 1987 (analysis by R. Hancock)",,NAA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_45,Okuzini Cave,4,Turkey,Western Anatolia,37.066667,30.066667,Late Neolithic - GH IB1,,"Carter, T. et al 2011","Carter, T. et al 2011",,PIXE,14,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_46,Ras Shamra,4,Syria,Northern Levant,35.6,35.633333,"période 7 (début): niv. IV C (10,20 m ˆ 8,40 m de profondeur): ""Chalcolithique Ancien de Ras Shamra"" = Halaf = Amuq C; période 7 (fin): niv. IV B (8,40 m ˆ 6,60 m de profondeur): ""Chalcolithique Moyen I de Ras Shamra"" = Amuq D",,"Renfrew, C. et al 1966","Renfrew, C. et al 1966",,OES,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_47,Sabz,4,Iran,Southern Zagros,32.416667,47.25,Sabz Phase,,"Renfrew, C. 1977; Hole, F. 1977; Renfrew, C. 1976","Renfrew, C. and Dixon, J. 1976",,OES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_48,Sakyol,4,Turkey,High Valleys,38.9,38.833333,"niv. 13-12: ""Neolithic and Halaf""",,"Kosay, H.Z. 1976; Renfrew, C. et al 1966","Renfrew, C. et al 1966",,OES,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4_49,Tamar Tepe,4,Iran,Northern Zagros,30.91666667,35.45,Hajji Firuz Phase,Not in ASPRO. ,"Renfrew, C. 1976; Chataigner, C. et al 2010","Renfrew, C. and Dixon, J. 1976",,OES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_50,Tell al-Judaidah,4,Turkey,Northern Levant,36.266667,36.6,niv. XIV (TT 20) et sols 28-25 (JK 3) = Amuq A,The same sample was re-analyzed by Gale 1981. ,"Gale, N.H. 1981","Renfrew, C. et al 1966; Gale, N.H. 1981",,OES; Strontium isotope Analysis,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_51,Tepe Musiyan,4,Iran,Southern Zagros,32.5725,51.532778,Musiyan E/Early Ubaid,,"Renfrew, C. and Dixon, J. 1976","Renfrew, C. and Dixon, J. 1976",,OES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_1,Arpachiyah,5,Iraq,Jezireh,36.366667,43.2,Chalcolithic; Mallowan et Rose: TT4-1 et cimetière: Late Ubaid,,"Renfrew, C. and Dixon, J. 1976; Renfrew, C. et al 1966; Healey, E. 2007; Forster, N. and Grave, P. 2012; Carter, T. pers comm.","Renfrew, C. and Dixon, J. 1976; Renfrew, C. et al 1966; Forster, N. and Grave, P. 2012; Carter, T. pers comm.; Cann, J.R. and Renfrew, C. 1964",McMaster University,pXRF; OES,10,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_2,Byblos,5,Lebanon,Northern Levant,34.116667,35.65,levées XLV-XLIV : néolithique Moyen de Byblos.,The analysis of one artefact originally analyzed by Renfrew et al 1966 is re-published in Renfrew and Dixon 1976,"Renfrew, C. et al 1966; Cauvin, J. 1962; Renfrew, C. and Dixon, J. 1976","Renfrew, C. et al 1966",,OES,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_3,Cukurkent,5,Turkey,Central Anatolia,37.883333,31.533333,Middle Neolithic,,"Mellaart, J. 1958; Todd, I. 1980; Wright, G..A. 1969; Renfrew, C. et al 1966","Wright, G..A. 1969; Renfrew, C. et al 1966",,OES,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_4,Dalma,5,Iran,Northern Zagros,36.966667,45.4,niv. 5-4; Dalma Phase,,"Young, T.C. 1962; Hamlin, C. 1975; Renfrew, C. and Dixon, J. 1976; Chataigner, C. et al 2010","Renfrew, C. and Dixon, J. 1976",,OES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_5,Givat Ha-Parsa,5,Israel,Southern Levant,31.85,34.7,dated to around 5000-4500 B.C.E. according to footnote 11 in Perlman and Yellin 1980:86. ,,"Yellin, J. and Garfinkel, Y. 1986; Perlman, I. and Yellin, J. 1980; Olami, Y. et al 1977","Perlman, I. and Yellin, J. 1980",,NAA,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_6,Matarrah,5,Iraq,Jezireh,35.2,43.366667,niv. 2-1 (opération VI) et opération IX (=Upper).,,"Braidwood, R. and Howe, B. 1960; Renfrew, C. et al 1966","Renfrew, C. et al 1966; Wright, G.A. and Gordus, A.A. 1969",,OES,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_7,Mersin,5,Turkey,Central Anatolia,36.833333,34.566667,niv. XVI : Chalcolithic.; niv. XV-XIV : Late Chalcolithic.,,"Garstang, J. 1953; Renfrew, C. et al 1966; Brice, W.C. 1953; Wright, G.A. 1969","Forster, N. and Grave, P. 2012",,pXRF,10,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_8,Munhata,5,Israel,Southern Levant,32.616667,35.533333,"niv. 2 A = ""Phase de Wadi Rabah""",,"Benedict, P. et al 1980; Renfrew, C. et al 1966; Wright, G.A. and Gordus, A.A. 1969","Wright, G.A., 1969; Wright, G.A. and Gordus, A.A. 1969",,OES,12,0,5,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_9,Nahal Zehora II,5,Israel,Southern Levant,32.41,34.99,Pottery Neolithic - Wadi Rabah,The 2 unknown specimens are of distinct geochemical groups. ,"Delerue, S. et al 2012","Delerue, S. et al 2012",,ICP-MS,7,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5_10,Ras Shamra,5,Syria,Northern Levant,35.6,35.633333,"période 8 (début): niv. IV A (6,60 m ˆ 5,30 m de profondeur): ""Chalcolithique Moyen II de Ras Shamra"" = Amuq D; période 8 (fin): niv. III C: ""Chalcolithique récent I de Ras Shamra"" = Amuq E (d'après Contenson 1982); niv. III B (h ˆ e: 5,30 m ˆ 2,50 m de profondeur): ""Chalcolithique récent II de Ras Shamra"" = Amuq E (Contenson 1970) = Amuq First Mixed Range (Contenson 1982) = Obeid récent",,"Renfrew, C. et al 1966","Renfrew, C. et al 1966",,OES,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_11,Shatanabad Tepe,5,Iraq,Northern Zagros,36.08,44.03,Dalma phase,,"Chataigner, C. et al 2010; Renfrew, C. and Dixon, J. 1976","Renfrew, C. and Dixon, J. 1976",,OES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_12,Tabia,5,Iran,Northern Zagros,38.9,46.8,Dalma Phase,Renfrew suggests that the odd specimen attributed to group 1 is a fluke. ,"Renfrew, C. and Dixon, J. 1976; Chataigner, C. et al 2010","Renfrew, C. and Dixon, J. 1976",,OES,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5_13,Tel Mevorakh,5,Israel,Southern Levant,32.53333,34.91,Pottery Neolithic (same as Givat ha-Parsa),,Yellin and Perlman 1980; Yellin and Perlman 1981; Yellin and Garfinkel 1986,Yellin and Perlman 1980; Yellin and Garfinkel 1986,,NAA,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_14,Tell Kurdu,5,Turkey,Northern Levant,36.35,36.51666667,Amuq E/Ubaid,,"Bressy, C. et al 2005","Bressy, C. et al 2005",Grenoble,ICP-MS; ICP-AES,6,0,2,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_15,Thalathat,5,Iraq,Jezireh,36.383333,42.6,niv. XIV: Northern Ubaid = Ubaid 3; niveau s_par_ des niveaux inférieurs et supérieurs par des hiatus dus ˆ l'érosion; niv. XIII-XII A-B: Late Northern Ubaid = Ubaid 4,"Wright 1969's table 5 says [3x3a, 1x4c] but Wright and Gordus 1969's illustration 3 seemingly indicates that all four samples are 3a. ","Nishiaki, Y. 1995; Fukai, S. and Matsutani, T. 1981","Wright, G.A. 1969; Wright, G.A. and Gordus, A.A. 1969",,OES,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_16,Coskuntepe,5,Turkey,Western Anatolia,39.483333,26.083333,,Not in ASPRO. ,"Takaoglu, T. 2005; Perles, C. et al 2011","Perles, C. et al 2011",,XRF; LA-HR-ICP-MS,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
5_17,Ilipinar,5,Turkey,Western Anatolia,40.45,29.3,Phase X,Some are FT. ,"Gatsov 2008; Roodemberg and Roodenberg 2008; Ozdogan, M. and Gatsov, I. 1998; Gatsov, I. 2003; Bigazzi, G. 1993; Gatsov, I. 2001; Gatsov, I. 2009; Roodenberg, J.J. et al 1995; Roodenberg, J.J. et al 2001; Roodenberg, J.J. et al 2008; Roodenberg, J.J. et al 1990","Bigazzi, G. et al 1995",,INAA; FT,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
5_18,Sabz,5,Iran,Southern Zagros,32.416667,47.25,Mehmeh Phase,,"Renfrew, C. 1977; Hole, F. 1977; Renfrew, C. 1976; Keene, A.S. 1981","Renfrew, C. and Dixon, J. 1976",,OES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6_1,Brak,6,Syria,Jezireh,36.65,41.066667,Late Chalcolithic 2,,"Forster, S. and Grave, P. 2012; Khalidi, L. et al 2009","Forster, S. and Grave, P. 2012; Khalidi, L. et al 2009",,pXRF; XRF; LA-ICP-MS,12,0,0,0,0,0,0,0,0,0,0,0,0,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6_2,Byblos,6,Lebanon,Northern Levant,34.116667,35.65,levées XLIII-XL : néolithique récent de Byblos.; levées XXXIX-XXXVIII : Enéolithique Ancien de Byblos.,,"Renfrew, C. et al 1966; Cauvin, J. 1962; Renfrew, C. and Dixon, J. 1976","Renfrew, C. et al 1966",,OES,4,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6_3,Gilat,6,Israel,Southern Levant,31.3263,34.6487,"Chalcolithic, strata III-II",,"Yellin, J. et al 1996","Yellin, J. et al 1996",Hebrew University Archaoemetry Laboratory (Jerusalem),NAA,8,2,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6_4,Hammam et-Turkman,6,Syria,Jezireh,36.616667,38.983333,,,"Akkermans, P.M.M.G. 1988","Boerma, J.A.K. 1988",,XRF; AAS; NAA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6_5,Hamoukar,6,Syria,Jezireh,36.8142,41.9568,,One of the artefacts analyzed by Hall and Shackley is unknown but has similar composition to Zarnaki (Meydan Dag) source. Two of the aretafacts analyzed by Khalidi et al are unknown,"Hall, M.E. and Shackley, S. 1994; Khalidi, L. et al 2009","Hall, M.E. and Shackley, S. 1994; Khalidi, L. et al 2009",,EDXRF; NAA; LA-ICP-MS,42,0,0,0,0,0,0,0,0,0,0,0,0,2,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
6_7,Oueili,6,Iraq,Mesopotamian plain,31.285833,45.853611,"fouille 1981, 1983: Obeid 3; niv. I-VI: Obeid 4",,"Coqueugniot, E. 1996; Inizan, M.L. and Tixier, J. 1983; Gratuze, B. et al 1993","Gratuze, B. et al 1993",,PIGE,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
6_8,Sabz,6,Iran,Southern Zagros,32.416667,47.25,Bayat Phase,,"Renfrew, C. 1977; Hole, F. 1977; Renfrew, C. 1976; Keene, A.S. 1981","Renfrew, C. and Dixon, J. 1976",,OES,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6_9,Okuzini Cave,6,Turkey,Western Anatolia,37.066667,30.066667,Early-Late Chalcolithic - GH 0,,"Carter, T. et al 2011","Carter, T. et al 2011",,PIXE,29,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6_10,Tepe Gawra,6,Iraq,Jezireh,36.51666667,43.23333333,niv. XVI-XV: Ubaid; niv. XIV-XII: Late Northern Ubaid = Ubaid 4,,"Inizan, M.L. 1987; Tobler, A.J. 1950; Speiser, E.A. 1935","Renfrew, C. et al 1968",,OES,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6_11,Tepe Yahya,6,Iran,Southern Zagros,28.330867,56.867317,Yahya VI,"Ten other samples from later/unstratified phases (6xZarnaki, 4xNemrut)","Piperno, M. 1973; Lamberg-Karlovsky, C.C. and Beale, T.H. 1986","Blackman, M. 1984",,PIGE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7_1,Arslantepe,7,Turkey,High Valleys,38.382023,38.36119,Similar to Amuq F,,"Fornaseri, M. et al 1975","Fornaseri, M. et al 1975",Rome,XRF,31,0,2,0,0,0,0,0,0,0,0,0,0,0,6,16,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7_2,Bakun B,7,Iran,Southern Zagros,29.81666667,52.93333333,niv. II; niv. I,,"Renfrew, C. et al 1966; Renfrew, C. and Dixon, J. 1976","Renfrew, C. et al 1966; Renfrew, C. and Dixon, J. 1976",,OES,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7_3,Degirmentepe,7,Turkey,High Valleys,38.466667,38.483333,Late Chalcolithic/Uruk,"13 specimens were analyzed, but no provenance was actually given by Tessadri 1987. The chemical characterization of 12 of these specimens was interpreted by Chataigner 1998:308. ","Balkan-Atli, N. 1995; Ozdogan, M. 1977:46; Yegingil, Z. 1983; Duru, R. 1979; Yegingil, Z. and Lunel, T. 1989","Tessandri, 1987; Yegingil and Lunel 1989; Yegingil, Z. 1983; Chataigner, C. 1998:308",Innsbruck,FT,13,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7_4,Eridu,7,Iraq,Mesopotamian plain,30.86666667,45.983333,"Levels VII-VI, Campbell-Thompson Trench (Ubaid)",,"Wright, G.A. 1969","Wright, G.A. 1969",,OES,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7_5,Ghosha Tepe,7,Iran,Northern Zagros,38.564722,47.918611,Chalcolithic,3x Arteni (Aragats); 6x Sahand Mountain (Gegham S.); 1x Damlik (Gegham N.),"Hejabari Noubari, 2004; Ghorabi, S. et al 2010; Cherry, J.F. et al 2010","Ghorabi, S. et al 2010",,XRF; NAA,141,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,3,7,0,115,0,0,0,0,0,0,0,0,0,0,2
7_6,Hasanlu,7,Iran,Northern Zagros,37,45.58333333,,,"Mahdavi, A. and Bovington, C. 1972; Renfrew, C. et al 1966","Mahdavi, A. and Bovington, C. 1972; Renfrew, C. et al 1966",,OES,8,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7_7,Jaffarabad,7,Iran,Southern Zagros,32.43333333,48.3,,,"Mahdavi, A. and Bovington, C. 1972","Mahdavi, A. and Bovington, C. 1972",,OES,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7_8,Kul Tepe,7,Iran,Northern Zagros,38.8,46.14,Chalcolithic,"Obsidian from the Bronze Age and Iron Age were also analyzed, but are not included here. ","Nadooshan, F.K. et al 2013","Nadooshan, F.K. et al 2013",University of Missouri Research Reactor (MURR),XRF,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1
7_9,Marvdasht,7,Iran,Southern Zagros,29.8742,52.8025,,,"Mahdavi, A. and Bovington, C. 1972","Mahdavi, A. and Bovington, C. 1972",,OES,5,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7_10,Pisdeli,7,Iran,Northern Zagros,36.916667,45.416667,Hasanlu VIII,,"Dyson, R.H. and Young, T.C. 1960; Mahdavi, A. and Bovington, C. 1972; Renfrew, C. and Dixon, J. 1976; Chataigner, C. et al 2010","Mahdavi, A. and Bovington, C. 1972; Renfrew, C. and Dixon, J. 1976; Renfrew, C. et al 1966",,NAA; OES,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7_12,Susa,7,Iran,Southern Zagros,32.189167,48.257778,Acropolis - Susa A,,"Renfrew, C. et al 1966; Renfrew, C. and Dixon, J. 1976","Renfrew, C. et al 1966; Renfrew, C. and Dixon, J. 1976; Mahdavi, A. and Bovington, C. 1972; Blackman, M.J. 1984",,NAA; OES,11,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7_13,Ubaid,7,Iraq,Mesopotamian plain,30.96666667,46.08333333,,,"Wright, G.A. 1969; Carter, T. (pers. comm.)","Wright, G.A. 1969; Carter, T. (pers. comm.)",,OES; ED-XRF,20,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7_14,Yanik Tepe,7,Iran,Northern Zagros,37.95,45.983333,Chalcolithic,The 2 samples presented here as Ghegham South are actually simply listed as Gheghem by Carter et al 2014,"Burney, C. 1964; Burney, C. 1962; Burney, C. 1961; Renfrew, C. et al 1976; Chataigner, C. et al 2010; Wright, G.A. 1969","Renfrew, C. et al 1966; Carter et al 2014 (presentation)",,OES; ED-XRF,25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,17,0,0,0,0,0,0,0,0,0,0,0
7_15,Agios Epiktitos Vrisy,7,Cyprus,Cyprus,35.3217,33.3883,,,"Peltenburg, E.J. 1979","Peltenburg, E.J. 1979",University of Michigan,NAA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7_16,Aphrodisias,7,Turkey,West Anatolia,37.7083,28.7236,Late Chalcolithic 1 - 4360-3395 BC,"The unknown sample has high concentrations of Arsenic, Cesium, Barium and Scandium. ","Blackman, M.J. 1986; Joukowski, M.S. 1986","Blackman, M.J. 1986",Smithsonian,INAA,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1
7_17,Cark-in,7,Turkey,Central Anatolia,36.95,30.65,Late Chalcolithic,"The single analyzed specimen from this site was attributed to group 1e-f by Renfrew, but Chataigner 1998 suggests it may possibly have derived from Nenezi Dag. ","Kokten, K. 1963; Renfrew, C. et al 1966","Renfrew, C. et al 1966",,OES,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7_18,Hazorea,7,Israel,Southern Levant,32.65,35.1,,The unknown cluster is the same as that from Tell Abdul Hosein. ,"Perrot, J. 1967","Wright, G.A. and Gordus, A.A.; Wright, G.A. 1969",,OES,4,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7_19,Kushali Tepe,7,Iran,Northern Zagros,37.41,45.12,Pisdeli Period,,"Hole, F. et al 1969; Chataigner, C. et al 2010; Renfrew, C. and Dixon, J. 1976","Renfrew, C. and Dixon, J. 1976",,OES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
